,anime_id,name,genre,type,episodes,rating,members
1922,10834,Baka To Test To Shoukanjuu Spinout Sore Ga Bokura No Nichijou,"Comedy, Romance, School, Super Power",Special,6,7.4,19758
1933,1206,Ihatov Gensou Kenji No Haru,"Drama, Historical, Slice of Life",Movie,1,7.4,3607
8923,9950,Hulu Xiongdi,"Action, Super Power",TV,13,7.4,170
1934,940,Inukami,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,7.4,47882
1932,1906,Harukanaru Toki No Naka De Maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Movie,1,7.4,4019
1931,12231,Dragon Ball Episode Of Bardock,"Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",Special,1,7.4,29030
1951,9793,Senjou No Valkyria 3 Tagatame No Juusou,"Action, Fantasy, Military",OVA,2,7.4,9847
1954,944,The Third Aoi Hitomi No Shoujo,"Action, Adventure, Sci-Fi, Seinen",TV,24,7.4,14304
1953,3089,The Sky Crawlers,"Drama, Military",Movie,1,7.4,32660
1952,6380,Tetsuwan Birdy Decode The Cipher,"Action, Comedy, Sci-Fi",OVA,1,7.4,12944
1955,3457,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.4,286826
1957,14951,Wonderful Rush,Music,Music,1,7.4,6807
1949,4063,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,7.4,182713
1948,15963,Seitokai No Ichizon Lv2 Watasu Seitokai,"Comedy, Harem, Parody, School",OVA,1,7.4,11554
9409,33443,Luo Xiao Hei Zhan Ji,"Comedy, Supernatural",ONA,Unknown,7.4,73
9457,26087,Mama Ohanashi Kikasete,"Fantasy, Kids",TV,15,7.4,59
1930,30694,Dragon Ball Super,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,Unknown,7.4,111443
1929,3727,Doraemon Movie 01 Nobita No Kyouryuu,"Adventure, Comedy",Movie,1,7.4,1773
1945,1526,Pokemon Advanced Generation Mew To Hadou No Yuusha Lucario,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,7.4,46887
1946,4921,Ramayana The Legend Of Prince Rama,Adventure,Movie,1,7.4,517
8983,25305,Isewan Taifuu Monogatari,"Drama, Historical",Movie,1,7.4,99
1935,2808,Irregular Hunter X The Day Of Sigma,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.4,6348
1928,32410,Dimension W W No Tobira Online,"Sci-Fi, Seinen",Special,Unknown,7.4,4799
1927,2398,Digimon Adventure 02 Diablomon No Gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,7.4,31961
1943,10928,Nogizaka Haruka No Himitsu Finale,"Comedy, Romance",OVA,4,7.4,20660
1944,4114,Onegai My Melody Kuru Kuru Shuffle,"Comedy, Fantasy, Magic",TV,52,7.4,1962
8564,23971,Fukuchan No Zousan Butai,"Comedy, Historical",Movie,1,7.4,68
8312,30959,Charamarukun To Dokumarukun,"Kids, Super Power",OVA,1,7.4,36
1926,21395,Crayon Shinchan Movie 22 Gachinko Gyakushuu No Robo Tochan,"Comedy, Kids, Shounen",Movie,1,7.4,704
1923,5356,Canaan,"Action, Seinen",TV,13,7.4,123217
11137,22429,Itadaki Seieki,"Hentai, Supernatural",OVA,1,7.4,7685
11138,7748,Sono Hanabira Ni Kuchizuke Wo Anata To Koibito Tsunagi,"Hentai, School, Yuri",OVA,1,7.4,24288
1983,6713,Ranma  Nettou Uta Gassen,"Comedy, Music",OVA,2,7.39,3676
1959,713,Air Movie,"Drama, Romance, Supernatural",Movie,1,7.39,44179
1975,6980,Kaidan Restaurant,"Horror, Kids, Mystery, Supernatural",TV,23,7.39,9994
1978,17247,Machinedoll Wa Kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",TV,12,7.39,136751
1985,1231,Saber Marionette J To X,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",TV,26,7.39,8862
1984,2486,Rumiko Takahashi Anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",TV,13,7.39,3420
1960,3006,Atashinchi,"Comedy, Slice of Life",TV,330,7.39,1524
1987,3861,Shaman King Specials,"Action, Comedy, Shounen, Supernatural",Special,5,7.39,12148
1988,536,Slayers The Motion Picture,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.39,16046
1989,1147,Tenchi Muyou Ryououki 3Rd Season Tenchi Seirou Naredo Namitakashi,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,1,7.39,6870
1986,16694,Sankarea Wagahai Mo Zombie De Aru,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",Special,1,7.39,36573
1990,7861,The Rose And Women Of Versailles,"Adventure, Comedy, Drama, Historical, Romance, Shoujo",Special,1,7.39,1628
1962,2675,Doraemon Movie 17 Nobita To Ginga Express,Fantasy,Movie,1,7.39,1342
1961,13931,Bishoujo Senshi Sailor Moon Sailor Stars  Hero Club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",OVA,3,7.39,4238
1977,8068,Kuroshitsuji Picture Drama,"Demons, Supernatural",Special,1,7.39,12446
1976,28623,Koutetsujou No Kabaneri,"Action, Drama, Fantasy, Horror",TV,12,7.39,253027
1958,92,After War Gundam X,"Adventure, Drama, Mecha, Sci-Fi, Space",TV,39,7.39,19132
1991,807,Tsubasa Chronicle Tori Kago No Kuni No Himegimi,"Action, Adventure, Drama, Fantasy, Shounen",Movie,1,7.39,33633
1963,2648,Doraemon 2112Nen Doraemon Tanjou,"Comedy, Fantasy, Kids",Movie,1,7.39,1277
1964,2634,Doraemon Doraemon Comes Back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,7.39,723
1965,4726,Druaga No Tou The Sword Of Uruk,"Adventure, Fantasy",TV,12,7.39,46237
1966,27525,Fatekaleid Liner Prismaillya 2Wei Herz,"Action, Comedy, Fantasy, Magic, Slice of Life",TV,10,7.39,42499
1967,664,Fullmetal Alchemist Reflections,"Adventure, Comedy, Drama, Fantasy, Military, Shounen",Special,1,7.39,24987
1968,3508,Genius Party,"Action, Dementia, Fantasy, Mecha, Music, Psychological, Romance, Sci-Fi",Movie,7,7.39,18612
1969,6795,Genius Party Beyond,"Dementia, Fantasy, Music, Sci-Fi",Movie,5,7.39,10660
1970,4639,Gosenzosama Banbanzai,"Comedy, Sci-Fi",OVA,6,7.39,2095
1971,386,H2,"Comedy, Romance, Shounen, Sports",TV,41,7.39,4450
1972,1663,Haha Wo Tazunete Sanzenri,"Adventure, Drama, Historical, Slice of Life",TV,52,7.39,3685
1973,3335,Haikarasan Ga Tooru,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,7.39,1155
1974,13271,Hunter X Hunter Movie Phantom Rouge,"Action, Adventure, Shounen, Super Power",Movie,1,7.39,44589
1979,30307,Monster Musume No Iru Nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",TV,12,7.39,181845
1980,6512,Nyan Koi,"Comedy, Harem, Romance",TV,12,7.39,142264
1981,8423,Ookiku Furikabutte Natsu No Scorebook,"Comedy, Sports",OVA,2,7.39,2167
1982,418,Ranma  Chuugoku Nekonron Daikessen Okite Yaburi No Gekitouhen,"Adventure, Comedy, Shounen",Movie,1,7.39,13073
2024,3009,Tiger Mask,"Action, Drama, Shounen, Sports",TV,105,7.38,4031
2025,3088,Tokyo Marble Chocolate,"Romance, Slice of Life",OVA,2,7.38,15425
2026,712,Zoids Genesis,"Action, Adventure, Comedy, Mecha, Military",TV,50,7.38,9559
1995,11697,Area No Kishi,"Comedy, School, Shounen, Sports",TV,37,7.38,38310
1996,104,Ayashi No Ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",TV,24,7.38,38336
1997,24727,Baka To Test To Shoukanjuu Ni Mahou Hideyoshi Hideyoshi,"Comedy, Magic",Special,1,7.38,9418
1998,6948,Bakemonogatari Recap,"Mystery, Romance, Supernatural",Special,1,7.38,28557
1999,5675,Basquash,"Ecchi, Mecha, Shounen, Sports",TV,26,7.38,30323
2000,1521,Black Jack The Movie,Drama,Movie,1,7.38,6404
2001,8369,Crayon Shinchan Movie 18 Chou Jikuu Arashi Wo Yobu Ora No Hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.38,1139
2002,2597,Detective Conan Ova 07 A Challenge From Agasa Agasa Vs Conan And The Detective Boys,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.38,7627
2003,2660,Doraemon Nobitas The Night Before A Wedding,Fantasy,Movie,1,7.38,983
2004,1858,Gakuen Utopia Manabi Straight,"Comedy, School, Slice of Life",TV,12,7.38,19315
2005,411,Gun X Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,45921
2006,14645,Hiiro No Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural",TV,13,7.38,26617
2018,4015,School Rumble San Gakki,"Comedy, Romance, School, Shounen",OVA,2,7.38,41898
2016,4618,Rideback,"Action, Drama, Mecha, School, Sci-Fi",TV,12,7.38,32835
2015,10825,Ranma  Battle Ga Ippai 29Nin No Korinai Yatsura,"Comedy, Martial Arts, Slice of Life",OVA,1,7.38,2242
2020,152,Solty Rei,"Action, Sci-Fi, Super Power",TV,24,7.38,17943
2019,4581,Shikabane Hime Aka,"Action, Horror, Martial Arts",TV,13,7.38,71502
2022,341,Spiral Suiri No Kizuna,"Drama, Mystery, Shounen",TV,25,7.38,36187
2021,75,Soukyuu No Fafner Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,27516
2017,10884,Saki Achigahen Episode Of Sidea,"Game, School, Slice of Life",TV,12,7.38,22358
2014,10448,Rain Town,Drama,ONA,1,7.38,12489
2011,2152,Oh Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,7.38,8221
2012,7769,Ookamisan To Shichinin No Nakamatachi,"Comedy, Parody, Romance",TV,12,7.38,145982
2013,33190,Planetarian Hoshi No Hito,Magic,Movie,1,7.38,9461
2079,32871,Kuroko No Basket Movie 3 Winter Cup Soushuuhen  Tobira No Mukou,"Comedy, Shounen, Sports",Movie,1,7.38,5492
1994,282,Angel Heart,"Action, Drama, Mystery, Romance, Seinen",TV,50,7.38,9550
1993,32977,Aggressive Retsuko,"Comedy, Music",TV,Unknown,7.38,5465
2009,1432,Lupin Iii Fuuma Ichizoku No Inbou,"Action, Adventure, Comedy, Shounen",Movie,1,7.38,4018
2010,3345,Mikan Enikki,"Comedy, Romance, Shoujo, Slice of Life",TV,30,7.38,1096
2023,30344,The Idolmster Cinderella Girls 2Nd Season,"Comedy, Drama, Music",TV,12,7.38,16736
1992,306,Abenobashi Mahoushoutengai,"Comedy, Ecchi, Fantasy, Parody",TV,13,7.38,47752
2008,1374,Kyoushoku Soukou Guyver 2005,"Adventure, Sci-Fi, Shounen",TV,26,7.38,12337
2007,9013,Kuruneko Season 2,"Comedy, Slice of Life",TV,49,7.38,675
2028,1278,Bishoujo Senshi Sailor Moon Supers Gaiden Amichan No Hatsukoi,"Comedy, Magic, Romance, Shoujo",Special,1,7.37,15135
2027,9117,Amagami Ss Ova,"Romance, School",OVA,6,7.37,31010
2031,2813,Chiisana Ahiru No Ooki Na Ai No Monogatari Ahiru No Kwak,"Adventure, Comedy, Drama, Fantasy, Kids",TV,52,7.37,3363
2032,3627,Dcii Ss Da Capo Ii Second Season,"Comedy, Drama, Fantasy, Harem, Romance",TV,13,7.37,20581
2033,1369,Detective Conan Ova 01 Conan Vs Kid Vs Yaiba,"Adventure, Comedy, Mystery, Shounen",OVA,1,7.37,10294
2056,9888,Shinryaku Ika Musume Specials,Comedy,Special,2,7.37,14497
2030,6149,Chibi Marukochan 1995,"Comedy, Kids, School, Slice of Life",TV,Unknown,7.37,1113
2029,1674,Captain Tsubasa J,"Action, Shounen, Sports",TV,47,7.37,13927
2064,975,Yokohama Kaidashi Kikou,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.37,12389
2063,20359,Yamadakun To 7Nin No Majo,"Comedy, School, Shounen, Supernatural",ONA,1,7.37,23937
2043,11077,Hellsing The Dawn,"Action, Horror, Seinen, Supernatural, Vampire",Special,3,7.37,40548
2052,2734,Mazinkaiser Shitou Ankoku Dai Shogun,"Action, Mecha",OVA,1,7.37,2216
2053,1969,Mobile Suit Zeta Gundam A New Translation Iii  Love Is The Pulse Of The Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.37,5705
2054,8857,Nichijou Nichijou No 0Wa,"Comedy, School, Slice of Life",OVA,1,7.37,37342
2050,21863,Mangakasan To Assistantsan To The Animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,12,7.37,108642
2049,8134,Keroro Gunsou Movie 5 Tanjou Kyuukyoku Keroro Kiseki No Jikuujima De Arimasu,Comedy,Movie,1,7.37,1577
2048,15735,Jormungand Perfect Order  First Stage Soushuuhen,"Action, Adventure, Seinen",Special,1,7.37,6522
2047,19619,Jewelpet Twinkle Hohoemi No Niji Ni Dokkidoki,"Fantasy, Magic, School, Shoujo",Special,1,7.37,555
2034,2515,Detective Conan Ova 05 The Target Is Kogoro The Detective Boys Secret Investigation,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.37,7666
2057,4028,Slayers Revolution,"Adventure, Comedy, Fantasy",TV,13,7.37,23679
2058,1965,Sola,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.37,71172
2055,2020,One Piece Nenmatsu Tokubetsu Kikaku Mugiwara No Luffy Oyabun Torimonochou,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.37,18307
2060,19021,Takanashi Rikka Kai Chuunibyou Demo Koi Ga Shitai Movie,"Comedy, Drama, Romance, School, Slice of Life",Movie,1,7.37,34272
2059,8934,Star Driver Kagayaki No Takuto,"Action, Mecha, Romance, Shounen",TV,25,7.37,66084
2040,22013,Ghost In The Shell Nyuumon Arise,Comedy,TV,26,7.37,4636
2039,655,Galaxy Angel 4,"Comedy, Sci-Fi",TV,13,7.37,5046
2061,10321,Uta Noprincesama Maji Love 1000,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.37,105723
2062,31178,Uta Noprincesama Maji Love Legend Star,"Comedy, Harem, Music, Romance, Shoujo",TV,13,7.37,12757
2051,24475,Mangakasan To Assistantsan To The Animation Specials,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Special,6,7.37,21564
2046,10189,Hunter X Hunter Pilot,"Action, Adventure, Shounen, Super Power",OVA,1,7.37,10375
2036,2670,Doraemon Movie 12 Nobita No Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.37,1833
2037,381,Fushigi Yuugi Ova 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,6,7.37,13508
11139,719,Ai No Kusabi,"Drama, Romance, Sci-Fi, Yaoi",OVA,2,7.37,20964
11140,9322,Hhh Triple Ecchi,Hentai,OVA,4,7.37,11206
2038,654,Galaxy Angel 3 Specials,"Comedy, Sci-Fi",Special,2,7.37,2574
2044,31326,High School Dxd Born Ishibumi Ichiei Kanzen Kanshuu Mousou Bakuyou Kaijo Original Video,"Comedy, Ecchi",Special,6,7.37,18288
2045,13357,High School Dxd Specials,"Comedy, Demons, Ecchi, Harem, Romance, School",Special,6,7.37,75439
2041,3485,Ghost In The Shell Stand Alone Complex 2Nd Gig  Tachikoma Na Hibi,"Comedy, Mecha, Sci-Fi",Special,26,7.37,14240
2035,1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,7.37,120268
2086,8424,Mm,"Comedy, Ecchi, Harem, School",TV,12,7.36,129672
2085,4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,TV,12,7.36,1615
2066,1347,Bubblegum Crisis,"Adventure, Mecha, Sci-Fi, Shounen",OVA,8,7.36,17268
9807,9070,Odenkun,Comedy,TV,156,7.36,118
2072,902,Dragon Ball Z Movie 09 Ginga Girigiri Bucchigiri No Sugoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.36,51083
2087,94,Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896
2042,32740,Girls Und Panzer Der Film Arisu War,"Military, School",Special,1,7.36,6548
2069,2383,Cybersix,"Action, Adventure, Romance, Sci-Fi",TV,13,7.36,3607
2070,1678,Cyborg 009 The Cyborg Soldier,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.36,14867
2067,12293,Campione Matsurowanu Kamigami To Kamigoroshi No Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,7.36,151928
2068,3087,Cencoroll,"Action, Sci-Fi",Movie,1,7.36,56370
2080,3577,Kyouran Kazoku Nikki,"Comedy, Sci-Fi",TV,26,7.36,20883
2078,15379,Kotourasan,"Comedy, Drama, Romance, School",TV,12,7.36,123691
2076,16035,Karneval Tv,"Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13,7.36,108174
2075,14765,Ixion Saga Dt,"Action, Comedy, Fantasy",TV,25,7.36,52569
2084,1609,Maiotome Zwei,"Action, Magic",OVA,4,7.36,14615
2083,963,Love Hina Motoko No Sentaku Koi Ka Ken Quotnaku Naquot,"Drama, Romance, Slice of Life",Special,1,7.36,28222
2082,190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,7.36,61154
2081,1013,Le Chevalier Deon,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,7.36,33035
2094,415,Tonari No Yamadakun,"Comedy, Slice of Life",Movie,1,7.36,16442
2093,6758,Tatakau Shisho The Book Of Bantorra,"Action, Fantasy, Seinen, Super Power",TV,27,7.36,35520
2096,976,Yokohama Kaidashi Kikou Quiet Country Cafe,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609
2095,7,Witch Hunter Robin,"Action, Drama, Magic, Mystery, Police, Supernatural",TV,26,7.36,64905
2092,16868,Sukitte Ii Na Yo Dareka Ga,"Romance, School, Shoujo",OVA,1,7.36,27802
2091,9893,Suite Precure,"Action, Fantasy, Magic, Shoujo",TV,48,7.36,7314
2105,31163,Dimension W,"Action, Sci-Fi, Seinen",TV,12,7.36,130028
2073,23539,Gudetama,"Comedy, Kids",TV,Unknown,7.36,2348
2071,17917,Danball Senki Wars,"Action, Kids, Mecha",TV,37,7.36,1880
2090,31918,Owari No Seraph Nagoya Kessenhen  Owaranai Seraph  Nagoya Kessenhen,"Comedy, Parody, Shounen",Special,4,7.36,11400
2065,9332,Hackquantum,"Action, Adventure, Fantasy, Game, Sci-Fi",OVA,3,7.36,26163
2088,13585,Natsuyuki Rendezvous,"Drama, Josei, Romance, Supernatural",TV,11,7.36,40958
2098,30870,Ajin Part 3 Shougeki,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.36,9638
2097,7745,Zettai Karen Children Ova Aitazousei Ubawareta Mirai,"Action, Comedy, Shounen, Supernatural",OVA,1,7.36,4277
11141,5774,Seitokaichou Ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",OVA,2,7.36,23730
11142,4502,Stringendoaccelerando Ultimatum Sera,Hentai,OVA,3,7.36,7634
2089,16143,One Piece Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.36,5914
2074,16700,Higurashi No Naku Koro Ni Kaku Outbreak,"Horror, Mystery, Psychological, Thriller",OVA,1,7.36,33381
2122,3887,Ookiku Furikabutte Special,"Drama, Sports",Special,1,7.35,8478
2104,61,Dnangel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,126914
2120,2385,One Piece Jango No Dance Carnival,"Comedy, Fantasy, Shounen",Movie,1,7.35,22157
2106,3230,Druaga No Tou The Aegis Of Uruk,"Adventure, Comedy, Fantasy",TV,12,7.35,69683
2103,1723,Clannad Movie,"Drama, Fantasy, Romance, School",Movie,1,7.35,99506
2099,17901,All Alone With You,"Fantasy, Music",Music,1,7.35,7612
2109,3418,Jungle No Ouja Taachan,"Action, Comedy, Parody",TV,50,7.35,801
2115,32245,Kuromukuro,"Action, Mecha, Sci-Fi",TV,26,7.35,46323
2118,3467,Nogizaka Haruka No Himitsu,"Comedy, Romance",TV,12,7.35,80820
2117,1967,Mobile Suit Zeta Gundam A New Translation  Heir To The Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326
2077,31780,Kimi No Kokoro Wa Kagayaiteru Kai,Music,Music,1,7.35,2762
2121,195,Onegaiteacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558
9148,7479,Karate Baka Ichidai,"Historical, Martial Arts, Sports",TV,47,7.35,301
2119,16468,One Piece Glorious Island,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,2,7.35,12922
2131,390,Suzuka,"Drama, Romance, Sports",TV,26,7.35,64161
2134,2500,The Cockpit,"Historical, Military",OVA,3,7.35,5053
2133,16417,Tamako Market,"Comedy, Slice of Life",TV,12,7.35,128529
2132,21881,Sword Art Online Ii,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892
2124,13073,Prince Of Tennis Another Story Ii  Ano Toki No Bokura Ova Bonus,"Shounen, Sports",Special,2,7.35,2978
2112,3245,Kindaichi Shounen No Jikenbo Specials,"Mystery, Shounen",Special,2,7.35,1194
2114,1516,Kirarinrevolution,"Comedy, Drama, Romance, Shoujo",TV,153,7.35,14932
2113,3272,Kinnikuman,"Adventure, Comedy, Shounen, Sports",TV,137,7.35,3623
2116,11777,Lupin Iii Chi No Kokuin  Eien No Mermaid,"Action, Adventure, Comedy, Shounen",Special,1,7.35,3069
2125,21073,Puchimas Petit Petit Idolmster,"Comedy, Slice of Life",ONA,74,7.35,5359
2126,25647,Sabagebu Specials,"Action, Comedy, Military, Shoujo",Special,6,7.35,9065
2127,13055,Sankarea Ova,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,7.35,51997
2128,24029,Shijou Saikyou No Deshi Kenichi Specials,"Action, Comedy, Martial Arts, School, Shounen",Special,4,7.35,4258
2129,28621,Subete Ga F Ni Naru The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230
2130,9241,Super Robot Taisen Og The Inspector,"Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962
2123,30714,Owari No Seraph Owaranai Seraph,"Comedy, Police, Shounen, Supernatural, Vampire",Special,9,7.35,22823
2111,3229,Kimi Ga Aruji De Shitsuji Ga Ore De,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,66236
2100,9925,Amagami Ss Tachibana Miyahen  Imouto,School,Special,1,7.35,31019
2101,30206,Amagi Brilliant Park Nonbirishiteiru Hima Ga Nai,Comedy,Special,1,7.35,30342
2102,2116,Captain Tsubasa,"Action, Shounen, Sports",TV,128,7.35,36623
2135,30901,Utawarerumono Itsuwari No Kamen,"Action, Drama, Fantasy",TV,25,7.35,55851
2110,2544,Kazoku Robinson Hyouryuuki Fushigi Na Shima No Flone,"Adventure, Drama, Historical, Slice of Life",TV,50,7.35,1794
2107,2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548
2108,19951,Hunter X Hunter Movie The Last Mission,"Action, Adventure, Shounen, Super Power",Movie,1,7.35,37633
2229,32071,Gantzo,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569
2160,9999,One Piece 3D Mugiwara Chase,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.34,23772
2161,8171,One Piece Recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.34,10147
2162,2386,One Piece Yume No Soccer Ou,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.34,23915
2158,11033,Natsuiro Egao De 1 2 Jump,Music,Music,1,7.34,6939
2157,2736,Mojakou,"Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218
2156,18391,Mini Van,"Comedy, Game, Parody, Slice of Life",TV,37,7.34,836
2155,28013,Macross ,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308
11143,20377,Dorei Usagi To Anthony The Animation,Hentai,OVA,1,7.34,3836
11144,20801,Koakuma Kanojo The Animation,"Hentai, School, Supernatural",OVA,2,7.34,6680
2171,883,Yuuyuuhakusho Meikai Shitouhen  Honoo No Kizuna,"Action, Comedy",Movie,1,7.34,13775
2163,107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920
2166,28495,Sidonia No Kishi Movie,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472
2165,2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764
2164,2847,Pokemon Diamond Amp Pearl Dialga Vs Palkia Vs Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.34,38238
